"state","district","market","commodity","variety","arrival_date","min_price","max_price","modal_price","update_date"
"Uttar Pradesh","Jaunpur","Jaunpur","Wheat","Dara","02/01/2024","2500","2550","2525","2024-01-02"
"Uttar Pradesh","Jaunpur","Mugrabaadshahpur","Wheat","Dara","01/01/2024","2420","2620","2520","2024-01-02"
"Uttar Pradesh","Jaunpur","Mugrabaadshahpur","Wheat","Dara","02/01/2024","2415","2615","2515","2024-01-02"
"Uttar Pradesh","Jaunpur","Shahganj","Wheat","Dara","02/01/2024","2450","2600","2500","2024-01-02"
"Uttar Pradesh","Jhansi","Gurusarai","Wheat","Dara","01/01/2024","2300","2420","2350","2024-01-02"
"Uttar Pradesh","Jhansi","Jhansi","Wheat","Dara","01/01/2024","2400","2500","2450","2024-01-02"
"Uttar Pradesh","Jyotiba Phule Nagar","Amroha","Wheat","Dara","01/01/2024","2530","2580","2550","2024-01-02"
"Uttar Pradesh","Jyotiba Phule Nagar","Dhanura","Wheat","Dara","01/01/2024","2125","2150","2135","2024-01-02"
"Uttar Pradesh","Kannuj","Chhibramau(Kannuj)","Wheat","Dara","01/01/2024","2150","2400","2300","2024-01-02"
"Uttar Pradesh","Kannuj","Kannauj","Wheat","Dara","01/01/2024","2400","2500","2450","2024-01-02"
"Uttar Pradesh","Kanpur","Choubepur","Wheat","Dara","01/01/2024","2400","2500","2450","2024-01-02"
"Uttar Pradesh","Kanpur","Jhijhank","Wheat","Dara","02/01/2024","2400","2530","2460","2024-01-02"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Wheat","Dara","01/01/2024","2450","2550","2500","2024-01-02"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Wheat","Dara","02/01/2024","2450","2570","2520","2024-01-02"
"Uttar Pradesh","Kanpur","Uttaripura","Wheat","Dara","01/01/2024","2400","2500","2450","2024-01-02"
"Uttar Pradesh","Kanpur","Uttaripura","Wheat","Dara","02/01/2024","2415","2515","2465","2024-01-02"
"Uttar Pradesh","Kanpur","Varipaal","Wheat","Dara","01/01/2024","2250","2400","2350","2024-01-02"
"Uttar Pradesh","Khiri (Lakhimpur)","Mohammdi","Wheat","Dara","01/01/2024","2415","2510","2465","2024-01-02"
"Uttar Pradesh","Khiri (Lakhimpur)","Mohammdi","Wheat","Dara","02/01/2024","2450","2520","2480","2024-01-02"
"Uttar Pradesh","Lakhimpur","Golagokarnath","Wheat","Dara","01/01/2024","2360","2560","2460","2024-01-02"
"Uttar Pradesh","Lakhimpur","Golagokarnath","Wheat","Dara","02/01/2024","2370","2570","2470","2024-01-02"
"Uttar Pradesh","Lakhimpur","Lakhimpur","Wheat","Dara","01/01/2024","2450","2510","2470","2024-01-02"
"Uttar Pradesh","Lakhimpur","Lakhimpur","Wheat","Dara","02/01/2024","2430","2520","2485","2024-01-02"
"Uttar Pradesh","Lalitpur","Lalitpur","Wheat","Dara","02/01/2024","2380","2480","2420","2024-01-02"
"Uttar Pradesh","Lucknow","Banthara","Wheat","Dara","01/01/2024","2495","2515","2505","2024-01-02"
"Uttar Pradesh","Lucknow","Lucknow","Wheat","Dara","01/01/2024","2520","2580","2550","2024-01-02"
"Uttar Pradesh","Lucknow","Lucknow","Wheat","Dara","02/01/2024","2500","2590","2540","2024-01-02"
"Uttar Pradesh","Maharajganj","Anandnagar","Wheat","Dara","01/01/2024","2365","2515","2440","2024-01-02"
"Uttar Pradesh","Mahoba","Mahoba","Wheat","Dara","01/01/2024","2310","2355","2340","2024-01-02"
"Uttar Pradesh","Mainpuri","Ghiraur","Wheat","Dara","01/01/2024","2225","2425","2325","2024-01-02"
"Uttar Pradesh","Mainpuri","Ghiraur","Wheat","Dara","02/01/2024","2220","2420","2320","2024-01-02"
"Uttar Pradesh","Mainpuri","Mainpuri","Wheat","Dara","01/01/2024","2290","2320","2310","2024-01-02"
"Uttar Pradesh","Mainpuri","Mainpuri","Wheat","Dara","02/01/2024","2370","2390","2382","2024-01-02"
"Uttar Pradesh","Mathura","Mathura","Wheat","Dara","01/01/2024","2360","2520","2450","2024-01-02"
"Uttar Pradesh","Meerut","Meerut","Wheat","Dara","01/01/2024","2480","2520","2500","2024-01-02"
"Uttar Pradesh","Mirzapur","Ahirora","Wheat","Dara","01/01/2024","2450","2600","2520","2024-01-02"
"Uttar Pradesh","Mirzapur","Ahirora","Wheat","Dara","02/01/2024","2450","2600","2520","2024-01-02"
"Uttar Pradesh","Mirzapur","Mirzapur","Wheat","Dara","01/01/2024","2475","2575","2525","2024-01-02"
"Uttar Pradesh","Mirzapur","Mirzapur","Wheat","Dara","02/01/2024","2475","2575","2520","2024-01-02"
"Uttar Pradesh","Muradabad","Chandausi","Wheat","Dara","01/01/2024","2500","2550","2525","2024-01-02"
"Uttar Pradesh","Muradabad","Chandausi","Wheat","Dara","02/01/2024","2500","2550","2520","2024-01-02"
"Uttar Pradesh","Muradabad","Muradabad","Wheat","Hybrid","01/01/2024","2530","2550","2540","2024-01-02"
"Uttar Pradesh","Muzaffarnagar","Muzzafarnagar","Wheat","Dara","01/01/2024","2420","2550","2480","2024-01-02"
"Uttar Pradesh","Muzaffarnagar","Muzzafarnagar","Wheat","Dara","02/01/2024","2430","2530","2480","2024-01-02"
"Uttar Pradesh","Muzaffarnagar","Shamli","Wheat","Dara","01/01/2024","2465","2500","2485","2024-01-02"
"Uttar Pradesh","Padrauna(Kusinagar)","Tamkuhi Road","Wheat","Dara","01/01/2024","2400","2455","2425","2024-01-02"
"Uttar Pradesh","Padrauna(Kusinagar)","Tamkuhi Road","Wheat","Dara","02/01/2024","2410","2455","2435","2024-01-02"
"Uttar Pradesh","Pillibhit","Pilibhit","Wheat","Dara","01/01/2024","2460","2580","2535","2024-01-02"
"Uttar Pradesh","Pillibhit","Pilibhit","Wheat","Dara","02/01/2024","2500","2580","2540","2024-01-02"
"Uttar Pradesh","Pillibhit","Puranpur","Wheat","Dara","01/01/2024","2480","2620","2530","2024-01-02"
"Uttar Pradesh","Pillibhit","Puranpur","Wheat","Dara","02/01/2024","2480","2580","2535","2024-01-02"
"Uttar Pradesh","Pillibhit","Vishalpur","Wheat","Dara","01/01/2024","2500","2580","2530","2024-01-02"
"Uttar Pradesh","Pratapgarh","Pratapgarh","Wheat","Dara","01/01/2024","2450","2600","2500","2024-01-02"
"Uttar Pradesh","Pratapgarh","Pratapgarh","Wheat","Dara","02/01/2024","2450","2600","2500","2024-01-02"
"Uttar Pradesh","Raebarelli","Jayas","Wheat","Dara","01/01/2024","2520","2530","2525","2024-01-02"
"Uttar Pradesh","Raebarelli","Lalganj","Wheat","Dara","01/01/2024","2250","2415","2400","2024-01-02"
"Uttar Pradesh","Raebarelli","Lalganj","Wheat","Dara","02/01/2024","2250","2415","2400","2024-01-02"
"Uttar Pradesh","Raebarelli","Raibareilly","Wheat","Dara","01/01/2024","2385","2415","2400","2024-01-02"
"Uttar Pradesh","Raebarelli","Raibareilly","Wheat","Dara","02/01/2024","2400","2430","2415","2024-01-02"
"Uttar Pradesh","Raebarelli","Salon","Wheat","Dara","02/01/2024","2390","2410","2400","2024-01-02"
"Uttar Pradesh","Rampur","Rampur","Wheat","Dara","01/01/2024","2500","2600","2550","2024-01-02"
"Uttar Pradesh","Rampur","Rampur","Wheat","Dara","02/01/2024","2530","2595","2550","2024-01-02"
"Uttar Pradesh","Saharanpur","Saharanpur","Wheat","Dara","01/01/2024","2330","2600","2480","2024-01-02"
"Uttar Pradesh","Shahjahanpur","Puwaha","Wheat","Dara","01/01/2024","2420","2620","2520","2024-01-02"
"Uttar Pradesh","Shahjahanpur","Puwaha","Wheat","Dara","02/01/2024","2420","2620","2520","2024-01-02"
"Uttar Pradesh","Shahjahanpur","Shahjahanpur","Wheat","Dara","01/01/2024","2300","2700","2520","2024-01-02"
"Uttar Pradesh","Siddharth Nagar","Naugarh","Wheat","Dara","01/01/2024","2450","2480","2460","2024-01-02"
"Uttar Pradesh","Siddharth Nagar","Sahiyapur","Wheat","Dara","01/01/2024","2180","2250","2200","2024-01-02"
"Uttar Pradesh","Siddharth Nagar","Sahiyapur","Wheat","Dara","02/01/2024","2180","2250","2190","2024-01-02"
"Uttar Pradesh","Sitapur","Mehmoodabad","Wheat","Dara","01/01/2024","2425","2465","2440","2024-01-02"
"Uttar Pradesh","Sitapur","Mehmoodabad","Wheat","Dara","02/01/2024","2410","2450","2430","2024-01-02"
"Uttar Pradesh","Sitapur","Sitapur","Wheat","Dara","01/01/2024","2400","2550","2440","2024-01-02"
"Uttar Pradesh","Sitapur","Sitapur","Wheat","Dara","02/01/2024","2400","2550","2440","2024-01-02"
"Uttar Pradesh","Sitapur","Viswan","Wheat","Dara","01/01/2024","2400","2440","2420","2024-01-02"
"Uttar Pradesh","Sitapur","Viswan","Wheat","Dara","02/01/2024","2400","2440","2420","2024-01-02"
"Uttar Pradesh","Sonbhadra","Robertsganj","Wheat","Dara","01/01/2024","2430","2640","2518","2024-01-02"
"Uttar Pradesh","Sultanpur","Jafarganj","Wheat","Dara","01/01/2024","2490","2550","2515","2024-01-02"
"Uttar Pradesh","Sultanpur","Jafarganj","Wheat","Dara","02/01/2024","2470","2550","2510","2024-01-02"
"Uttar Pradesh","Sultanpur","Sultanpur","Wheat","Dara","01/01/2024","2450","2600","2510","2024-01-02"
"Uttar Pradesh","Sultanpur","Sultanpur","Wheat","Dara","02/01/2024","2460","2600","2515","2024-01-02"
"Uttar Pradesh","Unnao","Bangarmau","Wheat","Dara","01/01/2024","2480","2580","2500","2024-01-02"
"Uttar Pradesh","Unnao","Bangarmau","Wheat","Dara","02/01/2024","2450","2550","2500","2024-01-02"
"Uttar Pradesh","Unnao","Unnao","Wheat","Dara","01/01/2024","2500","2525","2515","2024-01-02"
"Uttar Pradesh","Unnao","Unnao","Wheat","Dara","02/01/2024","2500","2525","2515","2024-01-02"
"West Bengal","Bankura","Bishnupur(Bankura)","Wheat","Sonalika","01/01/2024","2650","2900","2800","2024-01-02"
"West Bengal","Bankura","Khatra","Wheat","Sonalika","01/01/2024","2650","2940","2800","2024-01-02"
"West Bengal","Bankura","Khatra","Wheat","Sonalika","02/01/2024","2600","2900","2800","2024-01-02"
"West Bengal","Birbhum","Rampurhat","Wheat","Sonalika","01/01/2024","2350","2450","2400","2024-01-02"
"West Bengal","Birbhum","Rampurhat","Wheat","Sonalika","02/01/2024","2250","2350","2300","2024-01-02"
